Planning_area,EWR,Objectives
Lachlan,CF1,"NF1,EF1,EF2,NV1"
Lachlan,CF1_a,"NF1,EF1,EF2,NV1"
Lachlan,CF1_b,"NF1,EF1,EF2,NV1"
Lachlan,CF1_c,"NF1,EF1,EF2,NV1"
Lachlan,VF_b,"NF1,EF1,EF2"
Lachlan,VF_a,"NF1,EF1,EF2"
Lachlan,BF1,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,NV2,EF1,EF2,EF3a,OS4"
Lachlan,BF1_b,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,NV2,EF1,EF2,EF3a,OS4"
Lachlan,BF1_a,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,NV2,EF1,EF2,EF3a,OS4"
Lachlan,BF2,"NF1,NF2,NF5,NF6,NF8,NF9,EF1,EF2,EF3a"
Lachlan,BF2_b,"NF1,NF2,NF5,NF6,NF8,NF9,EF1,EF2,EF3a"
Lachlan,BF2_a,"NF1,NF2,NF5,NF6,NF8,NF9,EF1,EF2,EF3a"
Lachlan,SF1_P,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,EF1,EF2,EF3a,EF5,OS4"
Lachlan,SF1_S,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,EF1,EF2,EF3a,EF5,OS4"
Lachlan,SF2,"NF1,NF2,NF5,NF6,NF8,NV1,EF1,EF2,EF3a,EF5,OS4"
Lachlan,SF3,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,NV2,EF1,EF2,EF3a,EF5"
Lachlan,SF3_P,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,NV2,EF1,EF2,EF3a,EF5"
Lachlan,SF3_S,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,NV2,EF1,EF2,EF3a,EF5"
Lachlan,LF1_S,"NF1,NF2,NF4,NF5,NF6,NF8,NF9,NV1,EF2,EF3a,EF4,EF5,EF6,OS1,OS2"
Lachlan,LF1_P,"NF1,NF2,NF4,NF5,NF6,NF8,NF9,NV1,EF2,EF3a,EF4,EF5,EF6,OS1,OS2"
Lachlan,LF2,"NF1,NF4,NF6,NF9,NV1,EF2,EF3a,EF4,EF5,EF6,OS1,OS2"
Lachlan,LF3_S,"NF1,NF2,NF4,NF5,NF6,NF8,NF9,NV1,NV2,EF2,EF3a,EF4,EF5,EF6,OS1,OS2"
Lachlan,LF3_P,"NF1,NF2,NF4,NF5,NF6,NF8,NF9,NV1,NV2,EF2,EF3a,EF4,EF5,EF6,OS1,OS2"
Lachlan,BK1,"NV1,NV2,NV3,EF1,EF2,EF3,EF4,EF5,EF6,OS4"
Lachlan,BK1_S,"NV1,NV2,NV3,EF1,EF2,EF3,EF4,EF5,EF6,OS4"
Lachlan,BK1_P,"NV1,NV2,NV3,EF1,EF2,EF3,EF4,EF5,EF6,OS4"
Lachlan,WL1_S,"NF1,NF3,NF7,NV1,NV2,WB1,WB2,WB3,WB4,WB5,EF1,EF2,EF3,EF4,EF5,EF6,OS1,OS2"
Lachlan,WL1_P,"NF1,NF3,NF7,NV1,NV2,WB1,WB2,WB3,WB4,WB5,EF1,EF2,EF3,EF4,EF5,EF6,OS1,OS2"
Lachlan,WL2_S,"NF1,NF3,NF7,NV1,NV2,NV4b,NV4e,WB1,WB2,WB3,WB4,WB5,EF2,EF3,EF5,EF6,OS1,OS2"
Lachlan,WL2_P,"NF1,NF3,NF7,NV1,NV2,NV4b,NV4e,WB1,WB2,WB3,WB4,WB5,EF2,EF3,EF5,EF6,OS1,OS2"
Lachlan,WL3_S,"NF1,NF3,NF7,NV1,NV2,NV4b,NV4e,WB1,WB2,WB3,WB4,WB5,EF2,EF3a,EF3b,EF4,EF5,EF6,OS1,OS2"
Lachlan,WL3_P,"NF1,NF3,NF7,NV1,NV2,NV4b,NV4e,WB1,WB2,WB3,WB4,WB5,EF2,EF3a,EF3b,EF4,EF5,EF6,OS1,OS2"
Lachlan,WL4,"NV1,NV2,NV4b,NV4c,NV4e,WB1,WB2,WB3,WB4,WB5,EF2,EF3a,EF3b,EF4,EF5,EF6,OS1,OS2"
Lachlan,OB1_P,"NF1,NF3,NF7,NV3,NV4a,NV4c,EB1,WB2,WB5,EF1,EF2,EF3,EF5,EF6,OS1,OS2"
Lachlan,OB1_S,"NF1,NF3,NF7,NV3,NV4a,NV4c,EB1,WB2,WB5,EF1,EF2,EF3,EF5,EF6,OS1,OS2"
Lachlan,OB2,"NF1,NF3,NF7,NV4a,NV4b,NV4c,WB1,WB2,WB3,WB5,EF2,EF3,EF4,EF5,EF6,OS1,OS2"
Lachlan,OB3_S,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV4a,WB5,EF2,EF3,EF5,OS1,OS2"
Lachlan,OB3_P,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV4a,WB5,EF2,EF3,EF5,OS1,OS2"
Lachlan,OB4_S,"NV4b,NV4c,WB1,WB2,WB3,WB4,WB5,EF2,EF3,EF4,EF5,EF6,OS1,OS2,NF3,NF5"
Lachlan,OB4_P,"NV4b,NV4c,WB1,WB2,WB3,WB4,WB5,EF2,EF3,EF4,EF5,EF6,OS1,OS2,NF3,NF5"
Lachlan,OB5,"NV4b,WB1,WB2,WB3,WB4,WB5,EF2,EF3,EF4,EF5,EF6,OS1,OS2,NF3,NF5"
Gwydir,CF1,"NF1,EF1,EF2"
Gwydir,CF1_hot,"NF1,EF1,EF2"
Gwydir,CF1_cool,"NF1,EF1,EF2"
Gwydir,VF_b,"NF1,EF1,EF2,OS4"
Gwydir,VF_a,"NF1,EF1,EF2,OS4"
Gwydir,BF1_b,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NV1,NV2,EF1,EF2,EF3a,OS4"
Gwydir,BF1_a,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NV1,NV2,EF1,EF2,EF3a,OS4"
Gwydir,BF2_b,"NF1,NF2,NF5,NF6,NF8,EF1,EF2,EF3a,EF3b,EF7"
Gwydir,BF2_a,"NF1,NF2,NF5,NF6,NF8,EF1,EF2,EF3a,EF3b,EF7"
Gwydir,SF1_P,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NV1,EF1,EF2,EF3a,EF5,OS4"
Gwydir,SF1_S,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NV1,EF1,EF2,EF3a,EF5,OS4"
Gwydir,SF2,"NF1,NF2,NF5,NF6,NF8,NV1,EF1,EF2,EF3a,EF5,OS4"
Gwydir,SF3_P,"NF1,NF4,NF6,NV1,EF2,EF3a,EF3b,EF5,EF7"
Gwydir,SF3_S,"NF1,NF4,NF6,NV1,EF2,EF3a,EF3b,EF5,EF7"
Gwydir,LF1_P,"NF1,NF2,NF4,NF5,NF6,NF8,NV1,EF2, EF3a,EF4,EF5,EF6,OS1,OS2,OS4"
Gwydir,LF1_S,"NF1,NF2,NF4,NF5,NF6,NF8,NV1,EF2, EF3a,EF4,EF5,EF6,OS1,OS2,OS4"
Gwydir,LF2,"NF1,NF4,NF6,NV1,EF2,EF3a,EF4,EF5,EF6,OS1,OS2"
Gwydir,LF3_P,"NV1,NV2,NV3,EF2,EF3a,EF4,EF5,EF6,OS1,OS2"
Gwydir,LF3_S,"NV1,NV2,NV3,EF2,EF3a,EF4,EF5,EF6,OS1,OS2"
Gwydir,LF4_P,"NF1,NF4,NF6,EF2,EF3a,EF3b,EF4,EF5,EF6,EF7"
Gwydir,LF4_S,"NF1,NF4,NF6,EF2,EF3a,EF3b,EF4,EF5,EF6,EF7"
Gwydir,LF5_S,"NV1,NV2,NV3,EF2,EF3a,EF4,EF5,EF6"
Gwydir,LF5_P,"NV1,NV2,NV3,EF2,EF3a,EF4,EF5,EF6"
Gwydir,LF6,"NV4d,WB1,WB2,WB3,WB4,WB5,EF2,EF3a,EF5,EF6,EF7,OS1,OS2"
Gwydir,LF6_P,"NV4d,WB1,WB2,WB3,WB4,WB5,EF2,EF3a,EF5,EF6,EF7,OS1,OS2"
Gwydir,LF6_S,"NV4d,WB1,WB2,WB3,WB4,WB5,EF2,EF3a,EF5,EF6,EF7,OS1,OS2"
Gwydir,BK1_P,"NV1,NV2,NV3,EF1,EF2,EF3a,EF4,EF5,EF6,OS4"
Gwydir,BK1_S,"NV1,NV2,NV3,EF1,EF2,EF3a,EF4,EF5,EF6,OS4"
Gwydir,WL1,"NF1,NV1,NV2,NV3,WB5,EF1,EF2,EF3a,EF4,EF5,EF6,OS1,OS2"
Gwydir,WL2_P,"NF1,NF3,NF7,NV1,NV2,NV3,WB1,WB2,WB5,EF2,EF3a,EF4,EF5,EF6,OS1,OS2"
Gwydir,WL2_S,"NF1,NF3,NF7,NV1,NV2,NV3,WB1,WB2,WB5,EF2,EF3a,EF4,EF5,EF6,OS1,OS2"
Gwydir,WL3,"NF1,NF3,NF7,NV1,NV2,NV4b,NV4e,NV4f,WB1,WB2,WB3,WB5,EF2,EF3a,EF4,EF5,EF6,EF7,OS1,OS2"
Gwydir,WL4_P,"NF1,NF3,NF7,NV1,NV2,NV3,NV4b,NV4e,NV4f,WB1,WB2,WB3,WB4,WB5,EF2,EF3a,EF5,EF6,EF7,OS1,OS2"
Gwydir,WL4_S,"NF1,NF3,NF7,NV1,NV2,NV3,NV4b,NV4e,NV4f,WB1,WB2,WB3,WB4,WB5,EF2,EF3a,EF5,EF6,EF7,OS1,OS2"
Gwydir,OB1_P,"NF1,NF3,NF7,NV3,NV4b,NV4e,WB1,WB2,WB5,EF1,EF2,EF3a,EF4,EF5,EF6,OS1,OS2"
Gwydir,OB1_S,"NF1,NF3,NF7,NV3,NV4b,NV4e,WB1,WB2,WB5,EF1,EF2,EF3a,EF4,EF5,EF6,OS1,OS2"
Gwydir,OB2,"NF1,NF3,NF7,NV4b,NV4c,NV4e,NV4f,WB1,WB2,WB3,WB5,EF2,EF3a,EF4,EF5,EF6,OS1,OS2"
Gwydir,OB2_P,"NF1,NF3,NF7,NV4b,NV4c,NV4e,NV4f,WB1,WB2,WB3,WB5,EF2,EF3a,EF4,EF5,EF6,OS1,OS2"
Gwydir,OB2_S,"NF1,NF3,NF7,NV4b,NV4c,NV4e,NV4f,WB1,WB2,WB3,WB5,EF2,EF3a,EF4,EF5,EF6,OS1,OS2"
Gwydir,OB3,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NV4b,WB1,WB2,WB5,EF2,EF3a,EF4,EF5,EF6,OS1,OS2"
Gwydir,OB3_P,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NV4b,WB1,WB2,WB5,EF2,EF3a,EF4,EF5,EF6,OS1,OS2"
Gwydir,OB3_S,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NV4b,WB1,WB2,WB5,EF2,EF3a,EF4,EF5,EF6,OS1,OS2"
Gwydir,OB4_P,"NV4c,NV4e,WB1,WB2,WB3,WB4,WB5,EF2,EF3a,EF3b,EF4,EF5,EF6,EF7,OS1,OS2,NF3,NF5"
Gwydir,OB4_S,"NV4c,NV4e,WB1,WB2,WB3,WB4,WB5,EF2,EF3a,EF3b,EF4,EF5,EF6,EF7,OS1,OS2,NF3,NF5"
Gwydir,OB5,"NV4d,WB1,WB2,WB3,WB4,WB5,EF2,EF3a,EF3b,EF4,EF5,EF6,EF7,OS1,OS2,NF3,NF5"
Gwydir,OB5_P,"NV4d,WB1,WB2,WB3,WB4,WB5,EF2,EF3a,EF3b,EF4,EF5,EF6,EF7,OS1,OS2,NF3,NF5"
Gwydir,OB5_S,"NV4d,WB1,WB2,WB3,WB4,WB5,EF2,EF3a,EF3b,EF4,EF5,EF6,EF7,OS1,OS2,NF3,NF5"
Barwon-Darling,CF_a,"NF1,EF1,EF2"
Barwon-Darling,CF_b,"NF1,EF1,EF2"
Barwon-Darling,CF_c,"NF1,EF1,EF2"
Barwon-Darling,VF1_a,"NF1,EF1,EF2"
Barwon-Darling,VF1_b,"NF1,EF1,EF2"
Barwon-Darling,BF1_a,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,EF1,EF2,EF3a"
Barwon-Darling,BF1_b,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,EF1,EF2,EF3a"
Barwon-Darling,BF2_a,"NF1,NF2,NF5,NF8"
Barwon-Darling,BF2_b,"NF1,NF2,NF5,NF8"
Barwon-Darling,SF1_P,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,WB5,EF1,EF2,EF3,EF4,EF5"
Barwon-Darling,SF1_S,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,WB5,EF1,EF2,EF3,EF4,EF5"
Barwon-Darling,SF2,"NF1,NF2,NF5,NF8,NV1,WB5,EF1,EF2,EF3,EF4,EF5"
Barwon-Darling,LF1_P,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,NV3,WB5,EF2,EF3,EF4,EF5,EF6,EF7"
Barwon-Darling,LF1_S,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,NV3,WB5,EF2,EF3,EF4,EF5,EF6,EF7"
Barwon-Darling,LF2,"NF1,NF4,NF6,NF9,NV1,NV3,WB5,EF2,EF3,EF4,EF5,EF6,EF7"
Barwon-Darling,BK1,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,NV2,NV3,NV4,WB1,WB2,WB5,EF1,EF2,EF3,EF4,EF5,EF6,EF7"
Barwon-Darling,OB1,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV2,NV3,NV4b,NV4c,WB1,WB2,WB3,WB4,WB5,EF2,EF3,EF4,EF5,EF6,EF7"
Barwon-Darling,OB2,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV2,NV3,NV4b,NV4c,NV4e,WB1,WB2,WB3,WB4,WB5,EF2,EF3,EF4,EF5,EF6,EF7"
Barwon-Darling,OB3,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV2,NV3,NV4b,NV4e,NV4e,WB1,WB2,WB3,WB4,WB5,EF2,EF3,EF4,EF5,EF6,EF7"
Macquarie-Castlereagh,CF,"NF1,EF1,EF2"
Macquarie-Castlereagh,CF1_a,"NF1,EF1,EF2"
Macquarie-Castlereagh,CF1_b,"NF1,EF1,EF2"
Macquarie-Castlereagh,CF1_c,"NF1,EF1,EF2"
Macquarie-Castlereagh,VF,"NF1,EF1,EF2"
Macquarie-Castlereagh,VF_a,"NF1,EF1,EF2"
Macquarie-Castlereagh,VF_b,"NF1,EF1,EF2"
Macquarie-Castlereagh,BF1,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,EF1,EF2,EF3a,OS1"
Macquarie-Castlereagh,BF1_a,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,EF1,EF2,EF3a,OS1"
Macquarie-Castlereagh,BF1_b,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,EF1,EF2,EF3a,OS1"
Macquarie-Castlereagh,BF2,"NF1,NF2,NF5,NF6,NF8,EF1,EF2,EF3"
Macquarie-Castlereagh,BF2_a,"NF1,NF2,NF5,NF6,NF8,EF1,EF2,EF3"
Macquarie-Castlereagh,BF2_b,"NF1,NF2,NF5,NF6,NF8,EF1,EF2,EF3"
Macquarie-Castlereagh,BF3,"NF1,EF1,EF2"
Macquarie-Castlereagh,SF1,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,EF1,EF2,EF3,EF4,EF5"
Macquarie-Castlereagh,SF1_P,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,EF1,EF2,EF3,EF4,EF5"
Macquarie-Castlereagh,SF1_S,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,EF1,EF2,EF3,EF4,EF5"
Macquarie-Castlereagh,SF2,"NF1,NF2,NF5,NF6,NF8,NV1,EF2,EF3,EF4,EF5"
Macquarie-Castlereagh,SF3,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,EF1,EF2,EF3,EF4,EF5,EF7"
Macquarie-Castlereagh,SF3_P,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,EF1,EF2,EF3,EF4,EF5,EF7"
Macquarie-Castlereagh,SF3_S,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,EF1,EF2,EF3,EF4,EF5,EF7"
Macquarie-Castlereagh,LF1,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,NV3,EF2,EF3,EF4,EF5,EF6,EF7"
Macquarie-Castlereagh,LF1_P,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,NV3,EF2,EF3,EF4,EF5,EF6,EF7"
Macquarie-Castlereagh,LF1_S,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV1,NV3,EF2,EF3,EF4,EF5,EF6,EF7"
Macquarie-Castlereagh,LF2,"NF1,NF4,NF6,NF9,NV1,NV3,EF2,EF3,EF4,EF5,EF6,EF7"
Macquarie-Castlereagh,OB/WS1_P,"NF1,NV2,WB1,WB2,WB5,EF1,OS1"
Macquarie-Castlereagh,OB/WS1_S,"NF1,NV2,WB1,WB2,WB5,EF1,OS1"
Macquarie-Castlereagh,OB/WS2,"NF1,NF3,NF7,NV2,NV3,NV4a,WB1,WB2,WB5,EF2,EF3,EF4,EF5,EF6,EF7,OS1"
Macquarie-Castlereagh,OB/WS2_P,"NF1,NF3,NF7,NV2,NV3,NV4a,WB1,WB2,WB5,EF2,EF3,EF4,EF5,EF6,EF7,OS1"
Macquarie-Castlereagh,OB/WS2_S,"NF1,NF3,NF7,NV2,NV3,NV4a,WB1,WB2,WB5,EF2,EF3,EF4,EF5,EF6,EF7,OS1"
Macquarie-Castlereagh,OB/WS3,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV2,NV3,EF2,EF3,EF4,EF5,EF6,EF7,OS1"
Macquarie-Castlereagh,OB/WS3_P,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV2,NV3,EF2,EF3,EF4,EF5,EF6,EF7,OS1"
Macquarie-Castlereagh,OB/WS3_S,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV2,NV3,EF2,EF3,EF4,EF5,EF6,EF7,OS1"
Macquarie-Castlereagh,OB/WS4,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV2,NV2,NV4a,WB1,WB2,WB3,WB5,EF1,EF2,EF3,EF4,EF5,EF6,EF7,OS1,OS2"
Macquarie-Castlereagh,OB/WS4_P,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV2,NV2,NV4a,WB1,WB2,WB3,WB5,EF1,EF2,EF3,EF4,EF5,EF6,EF7,OS1,OS2"
Macquarie-Castlereagh,OB/WS4_S,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,NV2,NV2,NV4a,WB1,WB2,WB3,WB5,EF1,EF2,EF3,EF4,EF5,EF6,EF7,OS1,OS2"
Macquarie-Castlereagh,OB/WM,"NF1,NF3,NF7,NV2,NV4a,NV4b,NV4e,WB1,WB2,WB3,WB4,WB5,EF2,EF3,EF4,EF5,EF6,EF7,OS1,OS2"
Macquarie-Castlereagh,OB/WM_P,"NF1,NF3,NF7,NV2,NV4a,NV4b,NV4e,WB1,WB2,WB3,WB4,WB5,EF2,EF3,EF4,EF5,EF6,EF7,OS1,OS2"
Macquarie-Castlereagh,OB/WM_S,"NF1,NF3,NF7,NV2,NV4a,NV4b,NV4e,WB1,WB2,WB3,WB4,WB5,EF2,EF3,EF4,EF5,EF6,EF7,OS1,OS2"
Macquarie-Castlereagh,OB/WL,"NF1,NF3,NF7,NV2,NV4a,NV4b,NV4c,NV4d,NV4e,WB1,WB2,WB3,WB4,WB5,EF2,EF3,EF4,EF5,EF6,EF7,OS1,OS2"
Macquarie-Castlereagh,OB/WL_P,"NF1,NF3,NF7,NV2,NV4a,NV4b,NV4c,NV4d,NV4e,WB1,WB2,WB3,WB4,WB5,EF2,EF3,EF4,EF5,EF6,EF7,OS1,OS2"
Macquarie-Castlereagh,OB/WL_S,"NF1,NF3,NF7,NV2,NV4a,NV4b,NV4c,NV4d,NV4e,WB1,WB2,WB3,WB4,WB5,EF2,EF3,EF4,EF5,EF6,EF7,OS1,OS2"
Intersecting_Streams,CF1_a,"NF1,EF1,EF2,EF4"
Intersecting_Streams,CF1_b,"NF1,EF1,EF2,EF4"
Intersecting_Streams,VF_a,"NF1,EF1,EF2"
Intersecting_Streams,VF_b,"NF1,EF1,EF2"
Intersecting_Streams,SF1,"NF1,NF2,NF3,NF4,NF5,NF6,NV1,WB5,EF1,EF2,EF3a,EF3b,EF4,EF5"
Intersecting_Streams,SF1_P,"NF1,NF2,NF3,NF4,NF5,NF6,NV1,WB5,EF1,EF2,EF3a,EF3b,EF4,EF5"
Intersecting_Streams,SF1_S,"NF1,NF2,NF3,NF4,NF5,NF6,NV1,WB5,EF1,EF2,EF3a,EF3b,EF4,EF5"
Intersecting_Streams,SF2,"NF1,NF2,NF5,NF6,NV1,EF1,EF2,EF3,EF4,EF5"
Intersecting_Streams,SF3,"EF3,EF7"
Intersecting_Streams,LF1,"NF1,NF2,NF3,NF4,NF5,NF6,NV1,NV3,EF1,EF2,EF3,EF4,EF5,EF6,EF7"
Intersecting_Streams,LF2,"NF1,NF4,NF6,NV1,NV3,EF1,EF2,EF3,EF4,EF5,EF6,EF7"
Intersecting_Streams,LF3,NV3
Intersecting_Streams,WL1,"NF1,NV2,NV3,WB5,EF3a,EF4,EF6"
Intersecting_Streams,WL2,"NF1,NF3,NV2,NV3,WB1,WB2,WB5,EF3a,EF4,EF6"
Intersecting_Streams,WL3,"NF1,NF3,NF7,NV2,NV4,WB1,WB2,WB3,WB4,WB5,EF3a,EF4,EF6"
Intersecting_Streams,WL4,"NF1,NF3,NF7,NV1,NV2,NV4b,NV4e,WB1,WN2,WB3,WB4,WB5,EF3a,EF4,EF6"
Intersecting_Streams,OB1,"NF1,NV1,NV2,NV3,WB5,EF3,EF4,EF6,EF7"
Intersecting_Streams,OB2,"NF1,NF3,NV1,NV2,NV3,WB1,WB2,WB5,EF3,EF4,EF6,EF7"
Intersecting_Streams,OB3,"NF1,NF3,NF7,NV1,NV2,NV4b,NV4e,WB1,WB2,WB3,WB4,WB5,EF3,EF4,EF6,EF7"
Intersecting_Streams,OB4,"NF1,NF3,NF7,NV1,NV2,NV4b,NV4e,WB1,WB2,WB3,WB4,WB5,EF3,EF4,EF6,EF7"
Namoi,CF1_a,"NF1,EF1,EF2,NV1"
Namoi,CF1_b,"NF1,EF1,EF2,NV1"
Namoi,CF1_c,"NF1,EF1,EF2,NV1"
Namoi,VF1_a,"NF1,EF1,EF2"
Namoi,VF1_b,"NF1,EF1,EF2"
Namoi,BF1_a,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,WB1,EF1,EF2,EF3a"
Namoi,BF1_b,"NF1,NF2,NF3,NF4,NF5,NF6,NF7,NF8,NF9,WB1,EF1,EF2,EF3a"
Namoi,BF2_a,"NF1,NF2,NF5,NF6,NF8,NF9,NV1,WB1,EF1"
Namoi,BF2_b,"NF1,NF2,NF5,NF6,NF8,NF9,NV1,WB1,EF1"
