,NodeType,Env_obj,Env_obj_main,Target,Env_obj_number,Objective,Target.species,PU,link
1033,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Macquarie perch,Upper.Murray..Murray.source.to.Hume.dam..22,0
1034,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Macquarie perch,Upper.Murray..Murray.source.to.Hume.dam..23,1
1035,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Macquarie perch,Upper.Murray..Murray.source.to.Hume.dam..24,0
1036,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Macquarie perch,Upper.Murray..Murray.source.to.Hume.dam..25,0
1037,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Macquarie perch,Upper.Murray..Murray.source.to.Hume.dam..26,1
1038,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Macquarie perch,Upper.Murray..Murray.source.to.Hume.dam..27,0
1039,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Macquarie perch,Upper.Murray..Murray.source.to.Hume.dam..28,0
1040,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Macquarie perch,Upper.Murray..Murray.source.to.Hume.dam..29,0
1041,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Macquarie perch,Upper.Murray..Murray.source.to.Hume.dam..30,0
1076,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Murray crayfish,Mid.Murray.1,1
1043,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),freshwater catfish,Mid.Murray.2,0
1044,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),freshwater catfish,Mid.Murray.3,0
1045,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),freshwater catfish,Edward.Wakool.5,0
1046,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),freshwater catfish,Edward.Wakool.7,0
1047,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),freshwater catfish,Lower.Murray.9,0
1048,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),freshwater catfish,Upper.Murray..Murray.source.to.Hume.dam..20,0
1049,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),freshwater catfish,Upper.Murray..Murray.source.to.Hume.dam..21,0
1050,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),freshwater catfish,Upper.Murray..Murray.source.to.Hume.dam..22,0
1051,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),freshwater catfish,Upper.Murray..Murray.source.to.Hume.dam..23,0
1052,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),freshwater catfish,Upper.Murray..Murray.source.to.Hume.dam..24,0
1053,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),freshwater catfish,Upper.Murray..Murray.source.to.Hume.dam..25,0
1054,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),freshwater catfish,Upper.Murray..Murray.source.to.Hume.dam..26,0
1055,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),freshwater catfish,Upper.Murray..Murray.source.to.Hume.dam..27,0
1056,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),freshwater catfish,Upper.Murray..Murray.source.to.Hume.dam..28,0
1057,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),freshwater catfish,Upper.Murray..Murray.source.to.Hume.dam..29,0
1058,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),freshwater catfish,Upper.Murray..Murray.source.to.Hume.dam..30,0
896,Environmental objective,NF7,NF,Native fish,7,Increase the prevalence and/or expand the population of key short to moderate-lived floodplain specialist native fish species into new areas (within historical range),Murray hardyhead,Mid.Murray.1,0
1060,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),two-spined blackfish,Mid.Murray.2,0
1061,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),two-spined blackfish,Mid.Murray.3,0
1062,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),two-spined blackfish,Edward.Wakool.5,0
1063,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),two-spined blackfish,Edward.Wakool.7,0
1064,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),two-spined blackfish,Lower.Murray.9,0
1065,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..20,1
1066,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..21,1
1067,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..22,1
1068,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..23,0
1069,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..24,1
1070,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..25,1
1071,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..26,1
1072,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..27,0
1073,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..28,1
1074,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..29,1
1075,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),two-spined blackfish,Upper.Murray..Murray.source.to.Hume.dam..30,1
223,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Murray–Darling rainbowfish,Mid.Murray.1,1
1077,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Murray crayfish,Mid.Murray.2,1
1078,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Murray crayfish,Mid.Murray.3,1
1079,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Murray crayfish,Edward.Wakool.5,0
1080,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Murray crayfish,Edward.Wakool.7,0
1081,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Murray crayfish,Lower.Murray.9,0
1082,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Murray crayfish,Upper.Murray..Murray.source.to.Hume.dam..20,0
1083,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Murray crayfish,Upper.Murray..Murray.source.to.Hume.dam..21,0
1084,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Murray crayfish,Upper.Murray..Murray.source.to.Hume.dam..22,1
1085,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Murray crayfish,Upper.Murray..Murray.source.to.Hume.dam..23,1
1086,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Murray crayfish,Upper.Murray..Murray.source.to.Hume.dam..24,0
1087,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Murray crayfish,Upper.Murray..Murray.source.to.Hume.dam..25,1
1088,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Murray crayfish,Upper.Murray..Murray.source.to.Hume.dam..26,0
1089,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Murray crayfish,Upper.Murray..Murray.source.to.Hume.dam..27,0
1090,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Murray crayfish,Upper.Murray..Murray.source.to.Hume.dam..28,1
1091,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Murray crayfish,Upper.Murray..Murray.source.to.Hume.dam..29,0
1092,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),Murray crayfish,Upper.Murray..Murray.source.to.Hume.dam..30,0
1163,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Mid.Murray.1,1
1094,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),purple-spotted gudgeon1,Mid.Murray.2,0
1095,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),purple-spotted gudgeon1,Mid.Murray.3,0
1096,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),purple-spotted gudgeon1,Edward.Wakool.5,0
1097,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),purple-spotted gudgeon1,Edward.Wakool.7,0
1098,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),purple-spotted gudgeon1,Lower.Murray.9,0
1099,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),purple-spotted gudgeon1,Upper.Murray..Murray.source.to.Hume.dam..20,0
1100,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),purple-spotted gudgeon1,Upper.Murray..Murray.source.to.Hume.dam..21,0
1101,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),purple-spotted gudgeon1,Upper.Murray..Murray.source.to.Hume.dam..22,0
1102,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),purple-spotted gudgeon1,Upper.Murray..Murray.source.to.Hume.dam..23,0
1103,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),purple-spotted gudgeon1,Upper.Murray..Murray.source.to.Hume.dam..24,0
1104,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),purple-spotted gudgeon1,Upper.Murray..Murray.source.to.Hume.dam..25,0
1105,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),purple-spotted gudgeon1,Upper.Murray..Murray.source.to.Hume.dam..26,0
1106,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),purple-spotted gudgeon1,Upper.Murray..Murray.source.to.Hume.dam..27,0
1107,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),purple-spotted gudgeon1,Upper.Murray..Murray.source.to.Hume.dam..28,0
1108,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),purple-spotted gudgeon1,Upper.Murray..Murray.source.to.Hume.dam..29,0
1109,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),purple-spotted gudgeon1,Upper.Murray..Murray.source.to.Hume.dam..30,0
1199,Environmental objective,NV2a,NV,Native vegetation,2a,Maintain or increase the extent & maintain the viability of non-woody vegetation communities occurring in wetlands & on floodplains,"Non-woody vegetation communities within semi-permanent, intermittent, temporal & ephemeral wetland & floodplain areas",Mid.Murray.1,1
1111,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),olive perchlet1,Mid.Murray.2,0
1112,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),olive perchlet1,Mid.Murray.3,0
1113,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),olive perchlet1,Edward.Wakool.5,0
1114,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),olive perchlet1,Edward.Wakool.7,0
1115,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),olive perchlet1,Lower.Murray.9,0
1116,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),olive perchlet1,Upper.Murray..Murray.source.to.Hume.dam..20,0
1117,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),olive perchlet1,Upper.Murray..Murray.source.to.Hume.dam..21,0
1118,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),olive perchlet1,Upper.Murray..Murray.source.to.Hume.dam..22,0
1119,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),olive perchlet1,Upper.Murray..Murray.source.to.Hume.dam..23,0
1120,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),olive perchlet1,Upper.Murray..Murray.source.to.Hume.dam..24,0
1121,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),olive perchlet1,Upper.Murray..Murray.source.to.Hume.dam..25,1
1122,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),olive perchlet1,Upper.Murray..Murray.source.to.Hume.dam..26,0
1123,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),olive perchlet1,Upper.Murray..Murray.source.to.Hume.dam..27,0
1124,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),olive perchlet1,Upper.Murray..Murray.source.to.Hume.dam..28,0
1125,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),olive perchlet1,Upper.Murray..Murray.source.to.Hume.dam..29,0
1126,Environmental objective,NF8,NF,Native fish,8,Increase the prevalence and/or expand the population of key moderate to long-lived riverine specialist native fish species into new areas (within historical range),olive perchlet1,Upper.Murray..Murray.source.to.Hume.dam..30,0
1127,Environmental objective,NF9,NF,Native fish,9,Increase the prevalence and/or expand the population of key moderate to long-lived flow pulse specialists native fish species into new areas (within historical range),silver perch,Mid.Murray.2,1
1128,Environmental objective,NF9,NF,Native fish,9,Increase the prevalence and/or expand the population of key moderate to long-lived flow pulse specialists native fish species into new areas (within historical range),silver perch,Mid.Murray.3,1
927,Environmental objective,NF7,NF,Native fish,7,Increase the prevalence and/or expand the population of key short to moderate-lived floodplain specialist native fish species into new areas (within historical range),southern pygmy perch1,Mid.Murray.4,1
1130,Environmental objective,NF9,NF,Native fish,9,Increase the prevalence and/or expand the population of key moderate to long-lived flow pulse specialists native fish species into new areas (within historical range),silver perch,Edward.Wakool.5,1
1131,Environmental objective,NF9,NF,Native fish,9,Increase the prevalence and/or expand the population of key moderate to long-lived flow pulse specialists native fish species into new areas (within historical range),silver perch,Edward.Wakool.6,1
1132,Environmental objective,NF9,NF,Native fish,9,Increase the prevalence and/or expand the population of key moderate to long-lived flow pulse specialists native fish species into new areas (within historical range),silver perch,Edward.Wakool.7,1
1133,Environmental objective,NF9,NF,Native fish,9,Increase the prevalence and/or expand the population of key moderate to long-lived flow pulse specialists native fish species into new areas (within historical range),silver perch,Lower.Murray.8,1
1134,Environmental objective,NF9,NF,Native fish,9,Increase the prevalence and/or expand the population of key moderate to long-lived flow pulse specialists native fish species into new areas (within historical range),silver perch,Lower.Murray.9,1
1135,Environmental objective,NF9,NF,Native fish,9,Increase the prevalence and/or expand the population of key moderate to long-lived flow pulse specialists native fish species into new areas (within historical range),silver perch,Lower.Murray.10,1
1136,Environmental objective,NF9,NF,Native fish,9,Increase the prevalence and/or expand the population of key moderate to long-lived flow pulse specialists native fish species into new areas (within historical range),silver perch,Lower.Murray.11,1
1137,Environmental objective,NF9,NF,Native fish,9,Increase the prevalence and/or expand the population of key moderate to long-lived flow pulse specialists native fish species into new areas (within historical range),silver perch,Lower.Murray.12,1
1138,Environmental objective,NF9,NF,Native fish,9,Increase the prevalence and/or expand the population of key moderate to long-lived flow pulse specialists native fish species into new areas (within historical range),silver perch,Lower.Murray.13,1
1139,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,short-headed lamprey,Mid.Murray.2,1
1140,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,short-headed lamprey,Mid.Murray.3,1
485,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,trout cod,Mid.Murray.4,1
1142,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,short-headed lamprey,Lower.Murray.8,0
1143,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,short-headed lamprey,Lower.Murray.9,1
1144,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,short-headed lamprey,Lower.Murray.10,1
1145,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,short-headed lamprey,Lower.Murray.11,1
1146,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,short-headed lamprey,Lower.Murray.12,0
1147,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,pouched lamprey,Mid.Murray.2,0
1148,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,pouched lamprey,Mid.Murray.3,0
593,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,two-spined blackfish,Mid.Murray.4,0
1150,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,pouched lamprey,Lower.Murray.8,0
1151,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,pouched lamprey,Lower.Murray.9,0
1152,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,pouched lamprey,Lower.Murray.10,0
1153,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,pouched lamprey,Lower.Murray.11,0
1154,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,pouched lamprey,Lower.Murray.12,0
1155,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,short-finned eel,Mid.Murray.2,0
1156,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,short-finned eel,Mid.Murray.3,0
263,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,unspecked hardyhead,Mid.Murray.4,1
1158,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,short-finned eel,Lower.Murray.8,0
1159,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,short-finned eel,Lower.Murray.9,0
1160,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,short-finned eel,Lower.Murray.10,0
1161,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,short-finned eel,Lower.Murray.11,0
1162,Environmental objective,NF10,NF,Native fish,10,Increase the prevalence and/or expand the population of key moderate to long-lived diadromous native fish species into new areas,short-finned eel,Lower.Murray.12,0
770,Environmental objective,NF5,NF,Native fish,5,Improve native fish population structure for moderate to long-lived riverine specialist native fish species,olive perchlet1,Mid.Murray.1,0
1164,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Mid.Murray.2,1
1165,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Mid.Murray.3,1
1166,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Mid.Murray.4,1
1167,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Edward.Wakool.5,1
1168,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Edward.Wakool.6,1
1169,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Edward.Wakool.7,1
1170,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Lower.Murray.8,1
1171,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Lower.Murray.9,1
1172,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Lower.Murray.10,1
1173,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Lower.Murray.11,1
1174,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Lower.Murray.12,1
1175,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Lower.Murray.13,1
1176,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Menindee.Lakes.14,1
1177,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Menindee.Lakes.15,1
1178,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Lower.Darling.River...Darling.Anabranch.16,1
1179,Environmental objective,NV1,NV,Native vegetation,1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Non-woody vegetation communities,Lower.Darling.River...Darling.Anabranch.17,1
